name,clust,clust_order,comp,comp_order,text
09000064841afce8,22,30,1,334,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. IT IS A CRIMINAL ACT TO CUT OFF SNAP TO HELP FEED THE VICTIMS OF THIS UNFETTERED CAPITALISM WHILE CORPORATIONS RECEIVE SUBSIDIES AKA CORPORATE WELFARE TO BUILD THEIR BUSINESS THEN PRIVATIZE THEIR PROFITS = THEFT FROM THE 99%. NOW WITH ANOTHER 1% TAX CUT OUR OLIGARCHY IS STARVING PEOPLE SO THEY CAN LIVE IN LUXURY BEYOND MY COMPREHENSION. REMINDS ME OF ""LET THEM EAT CAKE, I AM OLD ENOUGH TO THINK OUR COUNTRY WOULD NEVER ALLOW THIS GILDED AGE TO HAPPEN AGAIN. BENJAMIN FRANKLIN WARNED WE WOULD NEED ANOTHER REVOLUTION IN 200 YEARS BECAUSE GOVERNMENTS BECOME TOO CORRUPTED IN THAT TIME PERIOD......SHAME ON ALL OF YOU~!~! M Kathleen Thomson"
09000064841cfe41,22,31,1,335,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, If we want to reduce or end subsidies such as SNAP to those less fortunate than you and me, let's make it a lot easier for them to get adequately paying jobs. Since we aren't able to do that very well so far, I definitely am opposed to the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. One size does not fit all. When is the last time you were hungry and had no ability to change that? A lot of our fellow citizens deal with it every day. Please stop making it harder to do the right thing. Diana Johns"
0900006484137a6a,22,32,1,336,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Tens of thousands of low income families can't afford to provide a good breakfast, or lunch, for their children. It has been proven, that children who go to school hungry get much poorer grades in school than children who have had a good breakfast, or lunch. It is important that schools are able to provide decent meals to children from low income families who can't afford to provide meals for their children. President Trump, and the USDA must not be allowed to cut the SNAP program. Respectfully, Dean Colbert"
09000064841dcdc3,22,33,1,337,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I STRONGLY, STRONGLY oppose the proposed rule. IT'S UGLY & CRUEL. The USDA NEEDS TO W/DRAW it ASAP from further consideration. SNAP benefits play a CRITICAL role in addressing hunger & food insecurity in our community. SERIOUSLY? WE CAN'T FEED PEOPLE HERE IN THE USA? Household resources needed to pay for BASICS~ shelter, utility costs and childcare~ are NOT available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. NOT GOOD. NOT GOOD AT ALL. Deborah Temple"
090000648413530d,22,34,1,338,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, Hi: I OPPOSE the proposed rule and DEMAND the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, are critical in dealing with hunger and food insecurity across America. STOP BEING CRUEL. Thank you. Dr. Demian"
0900006484176f7a,22,35,1,339,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. HOW CAN ANYONE EXPLAIN WHY MILLIONS OF CHILDREN GO HUNGRY OR ARE LIMITED TO HOPEFULLY ONE MEAL A DAY IN SCHOOL WHEN THEY LIVE IN ONE OF THE RICHEST COUNTRIES IN THE WORLD?? NOW HUMPTY TRUMPTY WANTS TO TAKE BILLIONS OF DOLLARS FROM SNAP. HE LIKES KIDNAPPING CHILDREN FROM THEIR PARENTS AND PUTTING THEM IN CAGES; NOW HE WANTS TO STARVE THEM. GOD WHAT A MONSTER!! I ASK YOU WILL YOU BE ABLE TO SLEEP AT NIGHT? IF HE STEALS MONEY FROM SNAP? HE HAS ALREADY TAKEN BILLIONS FROM OUR MILITARY TO BUILD A WALL THAT IS BEING SAWED APART IN SECONDS. HUMPTY TRUMPTY IS A FAILUR!! WAKE UP AND DO WHAT IS HUMANE. Rehtse Ann VonHoff"
09000064841c3aa3,22,36,1,340,"ARGUMENT OPPOSING USDA RULE CHANGES (SNAP)

I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. 

Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. 

The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP.

The calculation basis on such a generalized scale, not being able to take into account the variability factors involving the utility market on a state-by-state basis, is ineffectual in mathematical logic, thus rendering these calculations totally ineffective , misleading and therefore, dishonest- bogus if you will. Hence, the people like me, a senior at below the poverty line, extremely vulnerable, considering especially the medical issued we seniors must have to deal with.

These calculations, and therefore the policy changes, must be made on the state level, in coordination with  working at the federal level.

You need to heed to what I say here; this is life and death we are talking about here.

William Tibby
Mount Vernon, Maine
11/27/19
"
0900006484138731,22,37,1,341,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP.cadet bone spurs IS A EMPTY SHELL,HE HAS NO SOUL,NO COMPASSION,NO EMPATHY,NO MORALS, AND NO MANNERS! HE IS THE REINCARNATION OF ADOLF HITLER, BENITO MUSSOLINI AND JOSEPH MCCARTHY! HE HAS CONTEMPT AND DISDAIN FOR PEOPLE OF COLOR! HE HAS CAUSED THE DEATH OF IMMIGRANTS WHO ARE BEING DETAINED IN HIS CAMPS,SOME OF WHICH WERE CHILDREN! HE PROFITS OFF THE MISERY AND SUFFERING OF THE 99% AND HE SHOWS NO REMORSE OR GUILT!! GOD HELP US AND GOD BLESS THE USA AND ALL HER PEOPLE AND DEATH TO ALL TYRANTS Arturo Guerra"
09000064841352b1,22,38,1,342,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. The Trump Administration is totally anti-life and inhumane. You destroy life and spend much more on weapons to kill. Shame on you. James Carr"
090000648419ad62,22,39,1,343,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. Tricia Higgins"
090000648416a753,22,40,1,344,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. The calculation basis on such a generalized scale, not being able to take into account the variability factors involving the utility market on a state-by-state basis, is ineffectual in mathematical logic, thus rendering these calculations totally ineffective , misleading and therefore, dishonest- bogus if you will. Hence, the people like me, a senior at below the poverty line, extremely vulnerable, considering especially the medical issued we seniors must have to deal with. These calculations, and therefore the policy changes, must be made on the state level, in coordination with working at the federal level. You need to heed to what I say here; this is life and death we are talking about here. William Tibby Mount Vernon, Maine william tibby"
09000064841ae04f,22,41,1,345,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, It is NOT THE FAULT of our children that they are impoverished!! If you want them to become productive members of society, they NEED TO LEARN. If they are hungry, they will not learn as fast. LETS BREAK THE CYCLE OF POVERTY! I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Christine Upton 50 years in Education Christine Upton"
0900006484136ff8,22,42,1,346,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. Malnutrition in the early stages of life affects the IQ of a person for the rest of their lives. This means less opportunity for productive work and a continued dependence on welfare. Not only is this policy incredibly cruel, inhumane and heartless, but in economic terms it will cost the U.S. to maintain this individual, where with good nutrition and increased capacity to think and engage in productive work this individual could be an asset for the country instead of a continuing liability. Finally, Jesus said that ""whatever you do to the least of these, you have done to me"". If you have any faith in the existence of God and Jesus, you will realize that by perpetrating a cruel policy like this on ""the least"" of these, you are jeopardizing your own prospects in a life after death. Don Hess"
090000648415b40d,22,43,1,347,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. At issue is the purpose of SNAP. If it is to provide food for low income families, then anything that would limit that assistance flies in the face of the program's purpose. If it is to punish people for being poor, then this proposed change is a fine idea, but in that case, let's call it what it is, not a ""cost-saving"" measure. There are plenty of other ways to save money. Let's start with the Defense Dept.'s billion dollar deals with defense contractors who eagerly produce weapons that don't work and frequently overcharge for them. Ken Winkes"
09000064841763c2,22,44,1,348,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP should be enriched, not cut. Because sometimes people need a little help. Thanks for listening. Nicole Miller"
090000648413746d,22,45,1,349,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and beg the USDA to withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Judith Bentley"
09000064841368bb,22,46,1,350,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. As a paralegal at a legal aid organization, I work with many people who rely on SNAP. Their lives are far from luxurious. They often struggle to keep their situation from completely collapsing. The mere consideration of gutting SNAP benefits can only be described as heartless. Don't be heartless. Daniel Judge"
0900006484181558,22,47,1,351,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Always attacks on the innocent and mostly helpless. It is coming up on the holiday season. Try to think about the meals you are going to have compared to people that may have a home, but also has kids and bills they can't pay. What do think they are going to eat when the SNAP benefits they get, are gone in 2 weeks because of the price of food, and that brought on by BOGUS Tariffs, and because the cupboard is usually bare by the time the SNAP card is loaded, so everything is needed. People are more important than Party. Please help instead of hinder, and ultimately add to the homeless population as people lose their homes because they buy food instead of pay rent. Thank you. Robert Conner"
090000648416a80e,22,48,1,352,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. First they make it more difficult to find a job, then those jobs do not even pay a living wage. Now they want to make the lives of those who work even more difficult. It has become obvious that they have no respect for ANYONE who actually works for a living. Trump even makes a habit of not paying those who have done work for him - a habit that I have encountered when working for anyone who is considered ""wealthy"". If I were actually paid for the jobs for which I have been stiffed, I could pay off my student loan today. D Swanson"
09000064841b651e,22,49,1,353,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, Utility costs vary from region to region, state to state. Removing the flexibility for states to calculate the SUA based on their local rates is a obvious attempt to substantially cut SNAP benefits. I vehemently oppose the proposed rule and demand the USDA withdraw it from further consideration. Sufficient food is necessary for every person to thrive. SNAP plays a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Don't manipulate the calculations in a way that leaves families chosing between basic utilities and food! Linsay Firman"
090000648416e249,22,50,1,354,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances This new USDA rule is flawed and must be rejected. Sometimes people just need some help. This country is able to do that, so let's do it. Please don't cut over 7 million people from the help they need. Nicole Miller"
09000064841ab170,22,51,1,355,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Simply put, people will go hungry in America. Secretary Purdue, why would you allow American families to experience hunger, on your watch, by taking away SNAP benefits? Please do the right thing for the people you represent, who pay your salary and has given you the opportunity to serve our country. We are depending on your wise council. Thank you. Sherry Hugi"
09000064841dafea,22,52,1,356,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. I am writing to offer comments on the proposed rule to standardize the Standard Utility Allowances for the Supplemental Nutrition Assistance Program, also known as SNAP. I am opposed the proposed change because it will reduce the benefit to American citizens experiencing food insecurity. Food, clothing and shelter represent the basic needs of all humans. We as a country of prosperity owe it to our fellow citizens to assure that these basic needs are available for all. The working poor are often forced to make desperate choices between housing and food, between medicine and food, between a winter coat for their children and food. This is not an acceptable reality. As a health care professional who has worked in a hospital for 40 years, I have personally witnessed the negative health consequences of malnutrition; health and wellness begin with food, clothing and shelter. It is only after these three basic needs are met that we can focus on education, employment and contributing to society. I urge you to reconsider the proposed changes to the SNAP SUA methodology as written as they will have the devastating effect of reducing food security for millions of American citizens. To quote the late Elijah Cummings, ""we are better than that"". Thank you for allowing me to comment on this important concern. Leslie Pires MS PharmD"
09000064841cde41,22,53,1,357,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. As a parent, grandparent, and retired teacher, I feel I must point out that children need a nutritious diet to grow and for brain development. Cutting the availability of good food is very short-sighted. We surely do not want our next generation to be unhealthy and/or weak adults. We also need them to be well educated. None of that would be good for them or for our country. Give them a chance. I would like to suggest that it's time to focus on helping all of ""The People"" instead of using our brain power to find ways to cut needed services in order to provide tax cuts for ""the wealthy""! Be fair! Rita Sack"
09000064841359a1,22,54,1,358,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, Please withdraw this proposed rule. This rule change drastically cuts SNAP benefits, which play a crucial role in addressing hunger and in our community. They are critical to stop hunger for low-income residents. A family's income that pays for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. Diane Adkin"
090000648412cf29,22,55,1,359,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. My family ALREADY is struggling even w SNAP, because of medically necessary expensive dietary needs. Making it more difficult is a BAD IDEA."
090000648412d99e,22,56,1,360,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. I work in a generally upscale school district, but a large percentage of our students are living in very meager circumstances and are on the free or reduced lunch program. Many do not have food at home and do not regularly eat when not at school. Food insecurity is a very big part of this varied community. Have a heart. Support these youth so they can grow into strong citizens. It's national security. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP."
0900006484155c97,22,57,1,361,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, I strongly oppose the proposed rule and demand the USDA withdraw it from further consideration. SNAP benefits, which would be substantially cut through this rule change, play a critical role in addressing hunger and food insecurity in our community. It is the first line of defense against hunger for low-income residents. Policymakers recognize that household resources needed to pay for basics such as shelter, utility costs and childcare are not available to purchase food. Under current law, SNAP takes into account the utility expenses of each SNAP household. States adjust household benefits based on a state-specific Standard Utility Allowance (SUA) calculated by the state and approved by USDA. The current policy allows variances in SUAs to accommodate for differences in utility costs and rates, and allows states flexibility in how they calculate those costs. The proposed rule, however, would standardize and cap SUA calculations across the country based on survey data -- resulting in dramatic cuts to SNAP. I personally live in a low-income community and know what a devastating effect cutting SNAP benefits would have. I doubt that you, Sonny Perdue, know what it means to go without meals or suffer continuing food insecurity. Martha Daniels"
0900006484130bdb,22,58,1,362,"USDA Food and Nutrition Service notation for rulemaking docket FNS-2019-0009. The personal identifying information of this commenter was redacted. Sonny Perdue, RIN: 0584-AE69; Supplemental Nutrition Assistance Program: Standardization of State Heating and Cooling Standard Utility Allowances SNAPs statutory purpose, as declared by Congress, is to promote the general welfare, to safeguard the health and well-being of the Nation's population by raising levels of nutrition among low-income households. We call on the USDA to reject the rule thats up for consideration to help preserve the essential mission of SNAP. This rule unfairly cuts $4.5 billion from low-income families who need it most by undermining the ability of each state to determine the factors and utility costs they are using to determine eligibility. Current policy recognizes that utility costs vary throughout the U.S. and allows flexibility in how states calculate those costs. The proposed USDA rule takes this flexibility from the states and, as a result, cuts the food aid millions of families would receive. This new USDA rule is flawed and must be rejected. Lasha Wells"
